time,open,high,low,close,Volume
2019-01-07T10:30:00-02:00,6.75,6.75,6715,6.7175,8800
2019-01-07T11:00:00-02:00,6.7225,6.7225,6.7225,6.7225,800
2019-01-07T11:30:00-02:00,6735,6775,6735,6775,63200
2019-01-07T12:00:00-02:00,6775,6885,6.75,6885,274000
2019-01-07T12:30:00-02:00,6895,6.9,6.84,6.8475,56800
2019-01-07T13:00:00-02:00,6.8475,6.95,6845,6.93,75600
2019-01-07T13:30:00-02:00,6.9325,6.9375,6.9025,6.92,41600
2019-01-07T14:00:00-02:00,6.9125,6915,6875,6.8875,32000
2019-01-07T14:30:00-02:00,6885,6.8975,6865,6875,1838800
2019-01-07T15:00:00-02:00,6875,6875,6.86,6.87,72000
2019-01-07T15:30:00-02:00,6.8725,6.8725,6825,6.8475,101600
2019-01-07T16:00:00-02:00,6.8475,6.85,6845,6.8475,45600
2019-01-07T16:30:00-02:00,6845,6.8575,6.8275,6.8525,2685200
2019-01-07T17:00:00-02:00,6.85,6.8525,6.8375,6.8425,680400
2019-01-07T17:30:00-02:00,6.8425,6.85,6.84,6.85,310000
2019-01-08T10:00:00-02:00,6.6675,6695,6.5675,6695,108000
2019-01-08T10:30:00-02:00,6.7025,6.73,6.67,6.67,48400
2019-01-08T11:00:00-02:00,6.6625,6.6625,6.59,6.59,424400
2019-01-08T11:30:00-02:00,6585,6585,6.5225,6535,42000
2019-01-08T12:00:00-02:00,6525,6.54,6.5075,6.53,44400
2019-01-08T12:30:00-02:00,6525,6.53,6.39,6.4175,286800
2019-01-08T13:00:00-02:00,6.42,6.4875,6.42,6.47,360400
2019-01-08T13:30:00-02:00,6.4675,6.4825,6.45,6455,50400
2019-01-08T14:00:00-02:00,6.4575,6465,6.45,6.4525,113600
2019-01-08T14:30:00-02:00,6.45,6455,6.4225,6.44,62400
2019-01-08T15:00:00-02:00,6.44,6.46,6.44,6.4525,44000
2019-01-08T15:30:00-02:00,6455,6455,6445,6.4475,32800
2019-01-08T16:00:00-02:00,6.45,6455,6.4425,6.45,63200
2019-01-08T16:30:00-02:00,6.45,6.4725,6.44,6.4475,170000
2019-01-08T17:00:00-02:00,6.4475,6.45,6.44,6445,212400
2019-01-08T17:30:00-02:00,6.4475,6.5475,6.4425,6.4575,336400
2019-01-09T10:00:00-02:00,6.62,6.62,6525,6525,13200
2019-01-09T10:30:00-02:00,6.52,6.52,6.4875,6.4875,62400
2019-01-09T11:00:00-02:00,6.4875,6505,6.48,6495,216800
2019-01-09T11:30:00-02:00,6485,6.5025,6.4425,6.4425,249200
2019-01-09T12:00:00-02:00,6.4375,6.46,6.4325,6455,47200
2019-01-09T12:30:00-02:00,6.46,6.48,6.46,6475,44000
2019-01-09T13:00:00-02:00,6.4725,6.4775,6.4675,6.4725,1196800
2019-01-09T13:30:00-02:00,6475,6.48,6.47,6475,384000
2019-01-09T14:00:00-02:00,6475,6.4775,6.45,6.4675,104400
2019-01-09T14:30:00-02:00,6.4675,6.48,6.46,6.47,232000
2019-01-09T15:00:00-02:00,6.47,6.48,6455,6465,42400
2019-01-09T15:30:00-02:00,6465,6.4725,6.45,6.46,83600
2019-01-09T16:00:00-02:00,6.46,6.47,6.45,6.4675,244000
2019-01-09T16:30:00-02:00,6.4675,6.49,6.4675,6.49,69600
2019-01-09T17:00:00-02:00,6.49,6.5175,6.4725,6.4875,88000
2019-01-09T17:30:00-02:00,6.4875,6.5675,6.4875,6.54,311200
2019-01-10T10:00:00-02:00,6.5575,6.5925,6.5375,6.5475,23600
2019-01-10T10:30:00-02:00,6.55,6.55,6.4925,6.5,21200
2019-01-10T11:00:00-02:00,6.5,6.5075,6.49,6495,46400
2019-01-10T11:30:00-02:00,6.4925,6.5075,6485,6.4975,76000
2019-01-10T12:00:00-02:00,6495,6.5025,6495,6.5,66400
2019-01-10T12:30:00-02:00,6.5,6.5025,6495,6.4975,87200
2019-01-10T13:00:00-02:00,6.5,6.5075,6495,6.5025,261200
2019-01-10T13:30:00-02:00,6.5,6505,6495,6.5025,204000
2019-01-10T14:00:00-02:00,6.5025,6.5025,6.4975,6.5,45600
2019-01-10T14:30:00-02:00,6.5025,6.5025,6485,6495,70800
2019-01-10T15:00:00-02:00,6.5,6505,6.48,6505,73600
2019-01-10T15:30:00-02:00,6.5075,6.53,6.5025,6.53,157200
2019-01-10T16:00:00-02:00,6.5275,6.53,6.4925,6.4975,49200
2019-01-10T16:30:00-02:00,6.5,6.5125,6.4975,6.51,30800
2019-01-10T17:00:00-02:00,6.51,6.53,6.51,6.5125,71600
2019-01-10T17:30:00-02:00,6.5125,6.5175,6495,6.5025,116000
2019-01-11T10:00:00-02:00,6.4825,6.5275,6.48,6.5025,23600
2019-01-11T10:30:00-02:00,6505,6535,6495,6.5,41600
2019-01-11T11:00:00-02:00,6505,6.51,6465,6.4925,88400
2019-01-11T11:30:00-02:00,6.4925,6.5025,6475,6.4875,46800
2019-01-11T12:00:00-02:00,6.4875,6.4875,6.47,6.48,39200
2019-01-11T12:30:00-02:00,6.48,6.48,6465,6475,48400
2019-01-11T13:00:00-02:00,6.4775,6.48,6.4625,6.4775,42000
2019-01-11T13:30:00-02:00,6.4775,6485,6.4225,6.44,73600
2019-01-11T14:00:00-02:00,6445,6445,6.4325,6.44,37200
2019-01-11T14:30:00-02:00,6445,6.45,6.4225,6.4275,80400
2019-01-11T15:00:00-02:00,6435,6435,6.3975,6.4325,76000
2019-01-11T15:30:00-02:00,6.4325,6.45,6.4325,6.45,36400
2019-01-11T16:00:00-02:00,6.45,6.45,6425,6.4275,56000
2019-01-11T16:30:00-02:00,6.43,6.4425,6.4125,6.4125,92800
2019-01-11T17:00:00-02:00,6.4175,6485,6.4175,6.4725,94400
2019-01-11T17:30:00-02:00,6475,6475,6.4325,6.4425,122000
2019-01-14T10:00:00-02:00,6475,6.49,6.4475,6485,13600
2019-01-14T10:30:00-02:00,6495,6.51,6.46,6.46,13200
2019-01-14T11:00:00-02:00,6.46,6.4625,6.4475,6.4475,9200
2019-01-14T11:30:00-02:00,6.4425,6.4525,6.4125,6.4175,18800
2019-01-14T12:00:00-02:00,6.42,6425,6.4075,6415,17600
2019-01-14T12:30:00-02:00,6.4175,6.44,6.4175,6435,10400
2019-01-14T13:00:00-02:00,6445,6455,6.4325,6435,14800
2019-01-14T13:30:00-02:00,6445,6455,6.4175,6455,16000
2019-01-14T14:00:00-02:00,6.4475,6455,6425,6.44,13200
2019-01-14T14:30:00-02:00,6.4425,6.4625,6.4425,6.4625,10400
2019-01-14T15:00:00-02:00,6.46,6.4725,6455,6.4675,14000
2019-01-14T15:30:00-02:00,6465,6.4825,6.46,6.4725,328400
2019-01-14T16:00:00-02:00,6.48,6485,6.4725,6.4725,10400
2019-01-14T16:30:00-02:00,6475,6475,6.4525,6.4525,11600
2019-01-14T17:00:00-02:00,6.4475,6.4525,6415,6.4225,62400
2019-01-14T17:30:00-02:00,6.4225,6.4325,6.4125,6.42,532800
2019-01-15T10:00:00-02:00,6.3875,6.3875,6335,6.3675,23200
2019-01-15T10:30:00-02:00,6.3675,6395,6.3525,6395,103200
2019-01-15T11:00:00-02:00,6.3975,6.4225,6.39,6.4075,256000
2019-01-15T11:30:00-02:00,6.41,6.4375,6.41,6.4125,61200
2019-01-15T12:00:00-02:00,6.4125,6.4125,6385,6.3975,38400
2019-01-15T12:30:00-02:00,6.4,6.4025,6.3825,6.3875,254000
2019-01-15T13:00:00-02:00,6.3875,6.41,6.3775,6405,380800
2019-01-15T13:30:00-02:00,6.4075,6.41,6.3925,6.3975,40400
2019-01-15T14:00:00-02:00,6.3975,6.4,6395,6.4,31600
2019-01-15T14:30:00-02:00,6.4,6.4,6.3975,6.4,20800
2019-01-15T15:00:00-02:00,6.4,6.4,6.3875,6395,42800
2019-01-15T15:30:00-02:00,6395,6.3975,6355,6.3675,30000
2019-01-15T16:00:00-02:00,6.3675,6.37,6355,6.3675,28800
2019-01-15T16:30:00-02:00,6.3675,6375,6.3575,6.3625,24800
2019-01-15T17:00:00-02:00,6.3625,6.38,6355,6375,32000
2019-01-15T17:30:00-02:00,6.3775,6.4,6.3725,6.4,21200
2019-01-16T10:00:00-02:00,6.3175,6.3175,6.3175,6.3175,800
2019-01-16T10:30:00-02:00,6.35,6.3575,6.35,6.35,2400
2019-01-16T11:00:00-02:00,6.3425,6.3975,6.34,6.3575,36400
2019-01-16T11:30:00-02:00,6365,6.3975,6.36,6.3975,38000
2019-01-16T12:00:00-02:00,6.4,6.4075,6.3725,6.3825,39600
2019-01-16T12:30:00-02:00,6.3825,6.4175,6345,6.3575,755200
2019-01-16T13:00:00-02:00,6.3575,6.4375,6.3575,6.4375,158400
2019-01-16T13:30:00-02:00,6.4375,6.4825,6.4375,6.4675,64400
2019-01-16T14:00:00-02:00,6.4725,6.49,6.4625,6.4775,286800
2019-01-16T14:30:00-02:00,6.4875,6.5225,6.4875,6515,170800
2019-01-16T15:00:00-02:00,6.5125,6.5175,6495,6515,37200
2019-01-16T15:30:00-02:00,6515,6.5275,6505,6.5275,30000
2019-01-16T16:00:00-02:00,6.5325,6545,6.5175,6.5275,1286400
2019-01-16T16:30:00-02:00,6.5275,6.53,6.49,6.5075,478800
2019-01-16T17:00:00-02:00,6.5075,6.5125,6.47,6485,112800
2019-01-16T17:30:00-02:00,6.49,6.5025,6.4475,6.4675,73200
2019-01-17T10:00:00-02:00,6.5425,6.5475,6.5175,6.5475,453600
2019-01-17T10:30:00-02:00,6.55,6625,6505,6.6175,132800
2019-01-17T11:00:00-02:00,6625,6.6825,6625,6655,98000
2019-01-17T11:30:00-02:00,6.67,6.7375,6.66,6.6725,106800
2019-01-17T12:00:00-02:00,6675,6675,6.6725,6675,111600
2019-01-17T12:30:00-02:00,6675,6675,6.67,6675,96400
2019-01-17T13:00:00-02:00,6675,6675,6.67,6.67,62000
2019-01-17T13:30:00-02:00,6.6675,6675,6.6675,6.6725,31600
2019-01-17T14:00:00-02:00,6.6725,6675,6.62,6.6425,57200
2019-01-17T14:30:00-02:00,6645,6.6725,6645,6.6725,16400
2019-01-17T15:00:00-02:00,6.6725,6675,6.6675,6.6725,22800
2019-01-17T15:30:00-02:00,6.6725,6675,6.67,6.6725,118000
2019-01-17T16:00:00-02:00,6675,6675,6665,6675,58800
2019-01-17T16:30:00-02:00,6.67,6.6725,6.65,6.6675,23200
2019-01-17T17:00:00-02:00,6665,6665,6605,6605,36400
2019-01-17T17:30:00-02:00,6605,6675,6.6025,6675,814800
2019-01-18T10:00:00-02:00,6.6925,6.74,6.66,6.74,846000
2019-01-18T10:30:00-02:00,6.7475,6825,6.7475,6825,36800
2019-01-18T11:00:00-02:00,6825,6.83,6.79,6815,25600
2019-01-18T11:30:00-02:00,6815,6.8425,6.81,6.8425,33200
2019-01-18T12:00:00-02:00,6845,6.8875,6.8175,6.8775,60800
2019-01-18T12:30:00-02:00,6.8825,6.9025,6.8625,6.88,39200
2019-01-18T13:00:00-02:00,6.88,6925,6845,6.9175,67200
2019-01-18T13:30:00-02:00,6.92,6.9375,6.9025,6.9175,52400
2019-01-18T14:00:00-02:00,6.9125,6945,6.9125,6.9325,37600
2019-01-18T14:30:00-02:00,6.9275,6.9475,6.9275,6.9375,24400
2019-01-18T15:00:00-02:00,6.9375,6.9525,6.9275,6.9525,46400
2019-01-18T15:30:00-02:00,6.95,6.9725,6945,6.9725,52400
2019-01-18T16:00:00-02:00,6.9725,7.02,6.9725,7.02,66400
2019-01-18T16:30:00-02:00,7.0175,7075,7015,7045,62000
2019-01-18T17:00:00-02:00,7.04,7055,7.0125,7015,58800
2019-01-18T17:30:00-02:00,7.0125,7015,6.8775,6.8775,92000
2019-01-21T10:00:00-02:00,6.9725,6.9725,6.9375,6945,223200
2019-01-21T10:30:00-02:00,6.93,6.9325,6885,6.8975,27200
2019-01-21T11:00:00-02:00,6905,6.91,6875,6885,485600
2019-01-21T11:30:00-02:00,6885,6.8875,6.87,6875,58400
2019-01-21T12:00:00-02:00,6875,6.8775,6.8725,6.8775,92800
2019-01-21T12:30:00-02:00,6.8725,6.9,6.8675,6.88,92800
2019-01-21T13:00:00-02:00,6.8775,6.88,6.8725,6875,15200
2019-01-21T13:30:00-02:00,6.8725,6875,6.8625,6865,5600
2019-01-21T14:30:00-02:00,6875,6.8775,6.8625,6.8625,71200
2019-01-21T15:00:00-02:00,6.8625,6.87,6.8525,6.87,4000
2019-01-21T15:30:00-02:00,6.8725,6.8725,6.86,6865,3200
2019-01-21T16:00:00-02:00,6.8675,6875,6.8625,6.87,14400
2019-01-21T16:30:00-02:00,6.8725,6.8775,6.85,6.85,774000
2019-01-21T17:00:00-02:00,6855,6.9075,6855,6.89,186400
2019-01-21T17:30:00-02:00,6895,6.9725,6.89,6.9,321200
2019-01-22T10:00:00-02:00,6.9,6985,6.8925,6.8925,214000
2019-01-22T10:30:00-02:00,6.9,6.9,6.8525,6855,45200
2019-01-22T11:00:00-02:00,6.86,6865,6855,6855,9600
2019-01-22T11:30:00-02:00,6855,6.8625,6855,6.8625,243600
2019-01-22T12:00:00-02:00,6.87,6875,6.8625,6.8675,224000
2019-01-22T12:30:00-02:00,6875,6.88,6.8375,6.8675,105200
2019-01-22T13:00:00-02:00,6.87,6.88,6.8525,6.8725,44000
2019-01-22T13:30:00-02:00,6875,6875,6.87,6.87,108800
2019-01-22T14:00:00-02:00,6.87,6875,6865,6.87,217200
2019-01-22T14:30:00-02:00,6.8725,6.8775,6.8625,6875,110400
2019-01-22T15:00:00-02:00,6875,6.88,6865,6.8675,38800
2019-01-22T15:30:00-02:00,6.8725,6.8775,6.8625,6.8725,799600
2019-01-22T16:00:00-02:00,6875,6875,6855,6.8625,49200
2019-01-22T16:30:00-02:00,6.8675,6.8675,6855,6.86,124000
2019-01-22T17:00:00-02:00,6.86,6.8625,6.8275,6.83,210800
2019-01-22T17:30:00-02:00,6.8275,6.8575,6.8275,6.84,70000
2019-01-23T10:00:00-02:00,6.8625,6.89,6.8475,6.8675,8400
2019-01-23T10:30:00-02:00,6.89,7115,6.88,7,1052400
2019-01-23T11:00:00-02:00,7,7.0075,6.97,6.9975,204800
2019-01-23T11:30:00-02:00,7,7,6.9725,6.9875,83200
2019-01-23T12:00:00-02:00,6.9875,7.0125,6985,7,69600
2019-01-23T12:30:00-02:00,7,7005,6.9975,6.9975,85200
2019-01-23T13:00:00-02:00,7,7.0475,6.9975,7.01,82800
2019-01-23T13:30:00-02:00,7.01,7.0125,6.9975,7.0125,160800
2019-01-23T14:00:00-02:00,7.0125,7.0125,6995,7,138800
2019-01-23T14:30:00-02:00,7,7,6.9775,6.9775,53200
2019-01-23T15:00:00-02:00,6.9775,6.9825,6.9325,6945,82000
2019-01-23T15:30:00-02:00,6945,6.9475,6925,6.9375,3446800
2019-01-23T16:00:00-02:00,6.9375,6.98,6.9325,6.9725,368800
2019-01-23T16:30:00-02:00,6.97,7.01,6.97,6.9925,864000
2019-01-23T17:00:00-02:00,7.0075,7.0575,6.9875,7.05,930000
2019-01-23T17:30:00-02:00,7.0425,7075,7,7,149600
2019-01-24T10:00:00-02:00,7.2,7.2,7.0575,7.14,71200
2019-01-24T10:30:00-02:00,7145,7.2475,7.1425,7.2,3964000
2019-01-24T11:00:00-02:00,7.2075,7245,7.1825,7.24,818800
2019-01-24T11:30:00-02:00,7.2425,7335,7.2225,7.3225,482400
2019-01-24T12:00:00-02:00,7.32,7375,7.25,7.3675,1281200
2019-01-24T12:30:00-02:00,7.3675,7.3675,7.3025,7.3225,125200
2019-01-24T13:00:00-02:00,7.33,7.3725,7.3125,7335,160800
2019-01-24T13:30:00-02:00,7345,7.35,7.3275,7.34,3143200
2019-01-24T14:00:00-02:00,7.34,7.3675,7.3375,7.34,137600
2019-01-24T14:30:00-02:00,7.3475,7.3525,7.33,7.33,171200
2019-01-24T15:00:00-02:00,7.33,7355,7.2825,7.2825,289600
2019-01-24T15:30:00-02:00,7.3,7.3,7195,7.2275,228800
2019-01-24T16:00:00-02:00,7.2375,7.3575,7.2375,7.3575,82800
2019-01-24T16:30:00-02:00,7.3575,7.37,7.34,7.3675,101200
2019-01-24T17:00:00-02:00,7.3675,7395,7.3475,7.37,177600
2019-01-24T17:30:00-02:00,7.3775,7.3875,7.32,7.32,96000
2019-01-28T10:00:00-02:00,7.1775,7.3325,7.1775,7.3325,30800
2019-01-28T10:30:00-02:00,7.3275,7.3275,7245,7.2475,25200
2019-01-28T11:00:00-02:00,7245,7.25,7.2225,7.2225,63200
2019-01-28T11:30:00-02:00,7.22,7.22,7.1975,7205,5600
2019-01-28T12:00:00-02:00,7.2075,7.2275,7.2075,7.2275,1600
2019-01-28T12:30:00-02:00,7235,7.25,7.22,7235,43200
2019-01-28T13:00:00-02:00,7.24,7.25,7.2375,7.2475,36800
2019-01-28T13:30:00-02:00,7.2375,7.2775,7235,7.2775,450000
2019-01-28T14:00:00-02:00,7.28,7.3175,7275,7.3175,14800
2019-01-28T14:30:00-02:00,7.3175,7.3175,7295,7.3025,13200
2019-01-28T15:00:00-02:00,7.3025,7.3125,7295,7.2975,41600
2019-01-28T15:30:00-02:00,7.3,7.3,7.2875,7.2925,25600
2019-01-28T16:00:00-02:00,7.29,7.2975,7.2725,7.2725,20000
2019-01-28T16:30:00-02:00,7.2825,7.3,7.2825,7.2875,39200
2019-01-28T17:00:00-02:00,7285,7.3475,7285,7.3225,68400
2019-01-28T17:30:00-02:00,7.3225,7405,7295,7.3225,236400
2019-01-29T10:00:00-02:00,7395,7395,7275,7275,23600
2019-01-29T10:30:00-02:00,7275,7.2975,7.2475,7.25,92000
2019-01-29T11:00:00-02:00,7.2575,7.2825,7.2475,7.2825,24800
2019-01-29T11:30:00-02:00,7275,7275,7.2525,7.2725,20400
2019-01-29T12:00:00-02:00,7.2825,7305,7.24,7305,43200
2019-01-29T12:30:00-02:00,7.31,7.31,7.2625,7.2775,19200
2019-01-29T13:00:00-02:00,7285,7.3175,7.2775,7.3175,55200
2019-01-29T13:30:00-02:00,7315,7.3275,7255,7.2625,47600
2019-01-29T14:00:00-02:00,7.2575,7.2875,7.25,7.2675,194000
2019-01-29T14:30:00-02:00,7.26,7.28,7.25,7.2525,91600
2019-01-29T15:00:00-02:00,7.25,7.2725,7.2325,7.24,557200
2019-01-29T15:30:00-02:00,7235,7245,7.1875,7.2025,171200
2019-01-29T16:00:00-02:00,7.2025,7.2075,7165,7165,82400
2019-01-29T16:30:00-02:00,7.1675,7.2,7.1525,7.19,128000
2019-01-29T17:00:00-02:00,7185,7.21,7.1775,7.2025,118000
2019-01-29T17:30:00-02:00,7.2025,7.2275,7.2,7.2075,101200
2019-01-30T10:00:00-02:00,7.27,7.2825,7.2275,7.2275,10800
2019-01-30T10:30:00-02:00,7.22,7.23,7.2075,7.23,10400
2019-01-30T11:00:00-02:00,7.23,7.2975,7.2125,7.23,12482000
2019-01-30T11:30:00-02:00,7.2325,7325,7225,7.31,102800
2019-01-30T12:00:00-02:00,7.31,7.35,7.3075,7.35,118800
2019-01-30T12:30:00-02:00,7.35,7.35,7.3325,7.3425,51200
2019-01-30T13:00:00-02:00,7.3425,7345,7.32,7.3425,80800
2019-01-30T13:30:00-02:00,7345,7415,7345,7.3975,242400
2019-01-30T14:00:00-02:00,7.3975,7.4075,7.36,7365,125600
2019-01-30T14:30:00-02:00,7.37,7.3775,7.3475,7.3675,102800
2019-01-30T15:00:00-02:00,7.3625,7.3625,7.3125,7.3375,155600
2019-01-30T15:30:00-02:00,7.3325,7.34,7305,7.32,40400
2019-01-30T16:00:00-02:00,7.32,7.3325,7.3075,7.3225,38800
2019-01-30T16:30:00-02:00,7.3275,7.3275,7305,7.32,43600
2019-01-30T17:00:00-02:00,7.3275,7.3475,7.2275,7.2625,152400
2019-01-30T17:30:00-02:00,7.2725,7.3225,7.2525,7.32,155600
2019-01-31T10:00:00-02:00,7325,7375,7325,7365,44400
2019-01-31T10:30:00-02:00,7.36,7.36,7.3125,7.3175,19600
2019-01-31T11:00:00-02:00,7.32,7385,7.32,7.3625,75200
2019-01-31T11:30:00-02:00,7.36,7.3925,7.36,7.3675,103600
2019-01-31T12:00:00-02:00,7365,7365,7.3425,7.3425,102800
2019-01-31T12:30:00-02:00,7345,7375,7.33,7375,69200
2019-01-31T13:00:00-02:00,7375,7.3925,7.3625,7.3725,7022000
2019-01-31T13:30:00-02:00,7.3725,7.41,7.3725,7405,275200
2019-01-31T14:00:00-02:00,7.4,7.4175,7.39,7.4175,126800
2019-01-31T14:30:00-02:00,7.4175,7.45,7.4175,7.4425,116800
2019-01-31T15:00:00-02:00,7.4425,7.4975,7435,7.4975,168000
2019-01-31T15:30:00-02:00,7495,7.5175,7365,7425,312400
2019-01-31T16:00:00-02:00,7425,7425,7.3625,7.4,138800
2019-01-31T16:30:00-02:00,7405,7.4175,7.3775,7.4025,75600
2019-01-31T17:00:00-02:00,7.4025,7425,7.3675,7.4025,796000
2019-01-31T17:30:00-02:00,7.41,7435,7.3525,7.3525,185600
2019-02-01T10:30:00-02:00,7405,7.44,7405,7.4325,10000
2019-02-01T11:00:00-02:00,7435,7.46,7435,7.46,9600
2019-02-01T11:30:00-02:00,7465,7485,7455,7.47,40800
2019-02-01T12:00:00-02:00,7.49,7.5225,7.4775,7.4925,48400
2019-02-01T12:30:00-02:00,7.5,7.5225,7.4875,7.4875,57600
2019-02-01T13:00:00-02:00,7.49,7545,7.49,7.5425,133200
2019-02-01T13:30:00-02:00,7.53,7.55,7.5175,7.5175,128400
2019-02-01T14:00:00-02:00,7.5225,7.5225,7.47,7.4725,62400
2019-02-01T14:30:00-02:00,7.4775,7.4775,7455,7455,53600
2019-02-01T15:00:00-02:00,7.4575,7.4575,7.36,7375,81200
2019-02-01T15:30:00-02:00,7375,7.3925,7.3275,7.36,18000
2019-02-01T16:00:00-02:00,7355,7.3725,7.35,7355,37200
2019-02-01T16:30:00-02:00,7.3625,7.38,7.36,7375,40800
2019-02-01T17:00:00-02:00,7375,7.38,7355,7.36,39600
2019-02-01T17:30:00-02:00,7.36,7.3875,7.36,7.3825,40800
2019-02-04T10:00:00-02:00,7.42,7.42,7375,7.3875,5600
2019-02-04T10:30:00-02:00,7.3825,7.39,7.36,7.36,19200
2019-02-04T11:00:00-02:00,7.3575,7.37,7.3575,7.36,6400
2019-02-04T11:30:00-02:00,7.3575,7.3675,7325,7.3675,25600
2019-02-04T12:00:00-02:00,7365,7.4375,7365,7.42,200000
2019-02-04T12:30:00-02:00,7.4275,7.4775,7.4175,7.46,97600
2019-02-04T13:00:00-02:00,7.4625,7475,7.4225,7465,93600
2019-02-04T13:30:00-02:00,7475,7.4925,7.4525,7.4675,75600
2019-02-04T14:00:00-02:00,7.47,7485,7.4575,7.4625,76400
2019-02-04T14:30:00-02:00,7.46,7.4775,7455,7.4775,54000
2019-02-04T15:00:00-02:00,7.48,7.49,7.48,7.48,69200
2019-02-04T15:30:00-02:00,7485,7.5,7.4775,7.5,88800
2019-02-04T16:00:00-02:00,7.4975,7.4975,7.4775,7485,53200
2019-02-04T16:30:00-02:00,7.4875,7.5225,7455,7.48,195200
2019-02-04T17:00:00-02:00,7.4975,7.6175,7.49,7.61,151600
2019-02-04T17:30:00-02:00,7.62,7655,7.6125,7.6325,141600
2019-02-05T10:00:00-02:00,7.64,7645,7.5825,7.5825,15200
2019-02-05T10:30:00-02:00,7.59,7.6175,7.5525,7.6025,229600
2019-02-05T11:00:00-02:00,7.6,7625,7575,7.6075,320800
2019-02-05T11:30:00-02:00,7595,7.61,7.5175,7.5175,75600
2019-02-05T12:00:00-02:00,7.53,7.54,7.51,7.52,54000
2019-02-05T12:30:00-02:00,7.5275,7555,7525,7.55,52400
2019-02-05T13:00:00-02:00,7555,7575,7.5475,7.5625,67200
2019-02-05T13:30:00-02:00,7.57,7.5775,7525,7525,170400
2019-02-05T14:00:00-02:00,7.53,7.53,7.48,7.5025,144000
2019-02-05T14:30:00-02:00,7.5,7505,7475,7.49,102400
2019-02-05T15:00:00-02:00,7.4975,7.5,7.47,7.4725,213600
2019-02-05T15:30:00-02:00,7485,7485,7.4625,7465,72400
