indexx,time,close
595,2019-02-25T12:30:00-03:00,8.16
596,2019-02-25T13:00:00-03:00,8.2475
597,2019-02-25T13:30:00-03:00,8225
598,2019-02-25T14:00:00-03:00,8.12
599,2019-02-25T14:30:00-03:00,8.11
600,2019-02-25T15:00:00-03:00,8.1025
601,2019-02-25T15:30:00-03:00,8.01
602,2019-02-25T16:00:00-03:00,8.0625
603,2019-02-25T16:30:00-03:00,8.1475
604,2019-02-25T17:00:00-03:00,8.12
605,2019-02-25T17:30:00-03:00,8145
606,2019-02-26T10:00:00-03:00,8.16
607,2019-02-26T10:30:00-03:00,8.0875
608,2019-02-26T11:00:00-03:00,8055
609,2019-02-26T11:30:00-03:00,8045
610,2019-02-26T12:00:00-03:00,8.07
611,2019-02-26T12:30:00-03:00,8.0925
612,2019-02-26T13:00:00-03:00,8115
613,2019-02-26T13:30:00-03:00,8.1175
614,2019-02-26T14:00:00-03:00,8.13
615,2019-02-26T14:30:00-03:00,8.1425
616,2019-02-26T15:00:00-03:00,8135
617,2019-02-26T15:30:00-03:00,8135
618,2019-02-26T16:00:00-03:00,8.1375
619,2019-02-26T16:30:00-03:00,8135
620,2019-02-26T17:00:00-03:00,8.1625
621,2019-02-26T17:30:00-03:00,8.1575
622,2019-02-27T10:00:00-03:00,8.1225
623,2019-02-27T10:30:00-03:00,8.11
624,2019-02-27T11:00:00-03:00,8145
625,2019-02-27T11:30:00-03:00,8.2225
626,2019-02-27T12:00:00-03:00,8.3675
627,2019-02-27T12:30:00-03:00,8.4125
628,2019-02-27T13:00:00-03:00,8445
629,2019-02-27T13:30:00-03:00,8.5525
630,2019-02-27T14:00:00-03:00,8.56
631,2019-02-27T14:30:00-03:00,8.55
632,2019-02-27T15:00:00-03:00,8.5625
633,2019-02-27T15:30:00-03:00,8.6975
634,2019-02-27T16:00:00-03:00,8.56
635,2019-02-27T16:30:00-03:00,8.56
636,2019-02-27T17:00:00-03:00,8.5625
637,2019-02-27T17:30:00-03:00,8.5625
638,2019-02-28T10:00:00-03:00,8.4075
639,2019-02-28T10:30:00-03:00,8.4075
640,2019-02-28T11:00:00-03:00,8.45
641,2019-02-28T11:30:00-03:00,8515
642,2019-02-28T12:00:00-03:00,8.4925
643,2019-02-28T12:30:00-03:00,8.5
644,2019-02-28T13:00:00-03:00,8.51
645,2019-02-28T13:30:00-03:00,8.5475
646,2019-02-28T14:00:00-03:00,8535
647,2019-02-28T14:30:00-03:00,8.5425
648,2019-02-28T15:00:00-03:00,8.56
649,2019-02-28T15:30:00-03:00,8.5525
650,2019-02-28T16:00:00-03:00,8.5
651,2019-02-28T16:30:00-03:00,8.4825
652,2019-02-28T17:00:00-03:00,8.4575
653,2019-02-28T17:30:00-03:00,8.4975
654,2019-03-01T10:00:00-03:00,8.5
655,2019-03-01T10:30:00-03:00,8.5075
656,2019-03-01T11:00:00-03:00,8495
657,2019-03-01T11:30:00-03:00,8.4125
658,2019-03-01T12:00:00-03:00,8.42
659,2019-03-01T12:30:00-03:00,8505
660,2019-03-01T13:00:00-03:00,8.5375
661,2019-03-01T13:30:00-03:00,8.53
662,2019-03-01T14:00:00-03:00,8.5225
663,2019-03-01T14:30:00-03:00,8.4825
664,2019-03-01T15:00:00-03:00,8.46
665,2019-03-01T15:30:00-03:00,8455
666,2019-03-01T16:00:00-03:00,8495
667,2019-03-01T16:30:00-03:00,8.4625
668,2019-03-01T17:00:00-03:00,8465
669,2019-03-01T17:30:00-03:00,8455
670,2019-03-06T13:00:00-03:00,8.3575
671,2019-03-06T13:30:00-03:00,8.34
672,2019-03-06T14:00:00-03:00,8295
673,2019-03-06T14:30:00-03:00,8.29
674,2019-03-06T15:00:00-03:00,8255
675,2019-03-06T15:30:00-03:00,8.25
676,2019-03-06T16:00:00-03:00,8295
677,2019-03-06T16:30:00-03:00,8.3275
678,2019-03-06T17:00:00-03:00,8.3875
679,2019-03-06T17:30:00-03:00,8.3625
680,2019-03-07T10:00:00-03:00,8335
681,2019-03-07T10:30:00-03:00,8.29
682,2019-03-07T11:00:00-03:00,8.2525
683,2019-03-07T11:30:00-03:00,8.1875
684,2019-03-07T12:00:00-03:00,8.2
685,2019-03-07T12:30:00-03:00,8.2475
686,2019-03-07T13:00:00-03:00,8.26
687,2019-03-07T13:30:00-03:00,8215
688,2019-03-07T14:00:00-03:00,8.1775
689,2019-03-07T14:30:00-03:00,8.1625
690,2019-03-07T15:00:00-03:00,8.1475
691,2019-03-07T15:30:00-03:00,8185
692,2019-03-07T16:00:00-03:00,8.2025
693,2019-03-07T16:30:00-03:00,8.21
694,2019-03-07T17:00:00-03:00,8.2125
695,2019-03-07T17:30:00-03:00,8.1575
696,2019-03-08T10:00:00-03:00,8.1125
697,2019-03-08T10:30:00-03:00,8.0425
698,2019-03-08T11:00:00-03:00,8.05
699,2019-03-08T11:30:00-03:00,8.05
700,2019-03-08T12:00:00-03:00,8.0775
701,2019-03-08T12:30:00-03:00,8.1
702,2019-03-08T13:00:00-03:00,8075
703,2019-03-08T13:30:00-03:00,8095
704,2019-03-08T14:00:00-03:00,8055
705,2019-03-08T14:30:00-03:00,8.0675
706,2019-03-08T15:00:00-03:00,8065
707,2019-03-08T15:30:00-03:00,8.09
708,2019-03-08T16:00:00-03:00,8.0875
709,2019-03-08T16:30:00-03:00,8.1475
710,2019-03-08T17:00:00-03:00,8.2125
711,2019-03-08T17:30:00-03:00,8.2025
712,2019-03-11T10:00:00-03:00,8.1625
713,2019-03-11T10:30:00-03:00,8.1875
714,2019-03-11T11:00:00-03:00,8155
715,2019-03-11T11:30:00-03:00,8.1225
716,2019-03-11T12:00:00-03:00,8.15
717,2019-03-11T12:30:00-03:00,8145
718,2019-03-11T13:00:00-03:00,8.0525
719,2019-03-11T13:30:00-03:00,8.0575
720,2019-03-11T14:00:00-03:00,8.0875
721,2019-03-11T14:30:00-03:00,8.12
722,2019-03-11T15:00:00-03:00,8.18
723,2019-03-11T15:30:00-03:00,8.2
724,2019-03-11T16:00:00-03:00,8.3475
725,2019-03-11T16:30:00-03:00,8.4575
726,2019-03-11T17:00:00-03:00,8.45
727,2019-03-12T10:00:00-03:00,8.4325
728,2019-03-12T10:30:00-03:00,8.3625
729,2019-03-12T11:00:00-03:00,8.4
730,2019-03-12T11:30:00-03:00,8405
731,2019-03-12T12:00:00-03:00,8.3875
732,2019-03-12T12:30:00-03:00,8.36
733,2019-03-12T13:00:00-03:00,8.35
734,2019-03-12T13:30:00-03:00,8.3475
735,2019-03-12T14:00:00-03:00,8.3375
736,2019-03-12T14:30:00-03:00,8.34
737,2019-03-12T15:00:00-03:00,8365
738,2019-03-12T15:30:00-03:00,8.3475
739,2019-03-12T16:00:00-03:00,8.37
740,2019-03-12T16:30:00-03:00,8.3875
741,2019-03-12T17:00:00-03:00,8.3675
742,2019-03-13T10:00:00-03:00,8375
743,2019-03-13T10:30:00-03:00,8405
744,2019-03-13T11:00:00-03:00,8.36
745,2019-03-13T11:30:00-03:00,8.3425
746,2019-03-13T12:00:00-03:00,8.3625
747,2019-03-13T12:30:00-03:00,8335
748,2019-03-13T13:00:00-03:00,8.34
749,2019-03-13T13:30:00-03:00,8.2975
750,2019-03-13T14:00:00-03:00,8.3
751,2019-03-13T14:30:00-03:00,8.3375
752,2019-03-13T15:00:00-03:00,8.42
753,2019-03-13T15:30:00-03:00,8.4525
754,2019-03-13T16:00:00-03:00,8.45
755,2019-03-13T16:30:00-03:00,8.5625
756,2019-03-13T17:00:00-03:00,8.5625
757,2019-03-14T10:00:00-03:00,8.53
758,2019-03-14T10:30:00-03:00,8.55
759,2019-03-14T11:00:00-03:00,8535
760,2019-03-14T11:30:00-03:00,8.5175
761,2019-03-14T12:00:00-03:00,8.5425
762,2019-03-14T12:30:00-03:00,8.55
763,2019-03-14T13:00:00-03:00,8555
764,2019-03-14T13:30:00-03:00,8.5575
765,2019-03-14T14:00:00-03:00,8515
766,2019-03-14T14:30:00-03:00,8505
767,2019-03-14T15:00:00-03:00,8.51
768,2019-03-14T15:30:00-03:00,8.4925
769,2019-03-14T16:00:00-03:00,8.51
770,2019-03-14T16:30:00-03:00,8.5425
771,2019-03-14T17:00:00-03:00,8.52
772,2019-03-15T10:00:00-03:00,8.55
773,2019-03-15T10:30:00-03:00,8.5475
774,2019-03-15T11:00:00-03:00,8.5425
775,2019-03-15T11:30:00-03:00,8.5475
776,2019-03-15T12:00:00-03:00,8.5475
777,2019-03-15T12:30:00-03:00,8.5475
778,2019-03-15T13:00:00-03:00,8.5475
779,2019-03-15T13:30:00-03:00,8605
780,2019-03-15T14:00:00-03:00,8.65
781,2019-03-15T14:30:00-03:00,8.6825
782,2019-03-15T15:00:00-03:00,8.8
783,2019-03-15T15:30:00-03:00,8.8
784,2019-03-15T16:00:00-03:00,8.8
785,2019-03-15T16:30:00-03:00,8.8
786,2019-03-15T17:00:00-03:00,8.8675
787,2019-03-18T10:00:00-03:00,8.85
788,2019-03-18T10:30:00-03:00,8.8275
789,2019-03-18T11:00:00-03:00,8875
790,2019-03-18T11:30:00-03:00,8.9
791,2019-03-18T12:00:00-03:00,8.9225
792,2019-03-18T12:30:00-03:00,8.9125
793,2019-03-18T13:00:00-03:00,8925
794,2019-03-18T13:30:00-03:00,8.9225
795,2019-03-18T14:00:00-03:00,8855
796,2019-03-18T14:30:00-03:00,8.93
797,2019-03-18T15:00:00-03:00,9.0475
798,2019-03-18T15:30:00-03:00,9.0375
799,2019-03-18T16:00:00-03:00,9045
800,2019-03-18T16:30:00-03:00,9.05
801,2019-03-18T17:00:00-03:00,9.05
802,2019-03-19T10:00:00-03:00,8995
803,2019-03-19T10:30:00-03:00,9.01
804,2019-03-19T11:00:00-03:00,9.0175
805,2019-03-19T11:30:00-03:00,9.0325
806,2019-03-19T12:00:00-03:00,9.0475
807,2019-03-19T12:30:00-03:00,9.0375
808,2019-03-19T13:00:00-03:00,9.05
809,2019-03-19T13:30:00-03:00,9.05
810,2019-03-19T14:00:00-03:00,9.05
811,2019-03-19T14:30:00-03:00,9.05
812,2019-03-19T15:00:00-03:00,9.08
813,2019-03-19T15:30:00-03:00,9.1325
814,2019-03-19T16:00:00-03:00,9.04
815,2019-03-19T16:30:00-03:00,9.04
816,2019-03-19T17:00:00-03:00,9075
817,2019-03-20T10:00:00-03:00,9.0175
818,2019-03-20T10:30:00-03:00,9.0275
819,2019-03-20T11:00:00-03:00,9.0075
820,2019-03-20T11:30:00-03:00,9005
821,2019-03-20T12:00:00-03:00,9.0225
822,2019-03-20T12:30:00-03:00,9
823,2019-03-20T13:00:00-03:00,8.9825
824,2019-03-20T13:30:00-03:00,9.0075
825,2019-03-20T14:00:00-03:00,9.0075
826,2019-03-20T14:30:00-03:00,9.02
827,2019-03-20T15:00:00-03:00,9.0425
828,2019-03-20T15:30:00-03:00,9.0425
829,2019-03-20T16:00:00-03:00,9005
830,2019-03-20T16:30:00-03:00,9025
831,2019-03-20T17:00:00-03:00,9.0375
832,2019-03-21T10:00:00-03:00,8.97
833,2019-03-21T10:30:00-03:00,8.9475
834,2019-03-21T11:00:00-03:00,8.82
835,2019-03-21T11:30:00-03:00,8785
836,2019-03-21T12:00:00-03:00,8.75
837,2019-03-21T12:30:00-03:00,8.7075
838,2019-03-21T13:00:00-03:00,8.6475
839,2019-03-21T13:30:00-03:00,8.7
840,2019-03-21T14:00:00-03:00,8.7325
841,2019-03-21T14:30:00-03:00,8795
842,2019-03-21T15:00:00-03:00,8805
843,2019-03-21T15:30:00-03:00,8825
844,2019-03-21T16:00:00-03:00,8.8525
845,2019-03-21T16:30:00-03:00,8.8775
846,2019-03-21T17:00:00-03:00,8875
847,2019-03-22T10:00:00-03:00,8.7625
848,2019-03-22T10:30:00-03:00,8.75
849,2019-03-22T11:00:00-03:00,8735
850,2019-03-22T11:30:00-03:00,8695
851,2019-03-22T12:00:00-03:00,8735
852,2019-03-22T12:30:00-03:00,8.7075
853,2019-03-22T13:00:00-03:00,8.7125
854,2019-03-22T13:30:00-03:00,8695
855,2019-03-22T14:00:00-03:00,8.7275
856,2019-03-22T14:30:00-03:00,8.7075
857,2019-03-22T15:00:00-03:00,8.73
858,2019-03-22T15:30:00-03:00,8715
859,2019-03-22T16:00:00-03:00,8.7275
860,2019-03-22T16:30:00-03:00,8.75
861,2019-03-22T17:00:00-03:00,8.7375
862,2019-03-25T10:00:00-03:00,8.6625
863,2019-03-25T10:30:00-03:00,8765
864,2019-03-25T11:00:00-03:00,8.8025
865,2019-03-25T11:30:00-03:00,8.7975
866,2019-03-25T12:00:00-03:00,8.7875
867,2019-03-25T12:30:00-03:00,8.7475
868,2019-03-25T13:00:00-03:00,8.7925
869,2019-03-25T13:30:00-03:00,8.78
870,2019-03-25T14:00:00-03:00,8.7225
871,2019-03-25T14:30:00-03:00,8.7525
872,2019-03-25T15:00:00-03:00,8725
873,2019-03-25T15:30:00-03:00,8.74
874,2019-03-25T16:00:00-03:00,8.7175
875,2019-03-25T16:30:00-03:00,8.72
876,2019-03-25T17:00:00-03:00,8.77
877,2019-03-26T10:00:00-03:00,8.8675
878,2019-03-26T10:30:00-03:00,8.8925
879,2019-03-26T11:00:00-03:00,8.8675
880,2019-03-26T11:30:00-03:00,8875
881,2019-03-26T12:00:00-03:00,8.9225
882,2019-03-26T12:30:00-03:00,9.03
883,2019-03-26T13:00:00-03:00,9035
884,2019-03-26T13:30:00-03:00,9.0475
885,2019-03-26T14:00:00-03:00,9.05
886,2019-03-26T14:30:00-03:00,9.0625
887,2019-03-26T15:00:00-03:00,9.0575
888,2019-03-26T15:30:00-03:00,9.06
889,2019-03-26T16:00:00-03:00,9.06
890,2019-03-26T16:30:00-03:00,9.0575
891,2019-03-26T17:00:00-03:00,9.0625
892,2019-03-27T10:00:00-03:00,9
893,2019-03-27T10:30:00-03:00,8.98
894,2019-03-27T11:00:00-03:00,8855
895,2019-03-27T11:30:00-03:00,8.6825
896,2019-03-27T12:00:00-03:00,8.61
897,2019-03-27T12:30:00-03:00,8.58
898,2019-03-27T13:00:00-03:00,8.58
899,2019-03-27T13:30:00-03:00,8.6
900,2019-03-27T14:00:00-03:00,8585
901,2019-03-27T14:30:00-03:00,8.62
902,2019-03-27T15:00:00-03:00,8.6075
903,2019-03-27T15:30:00-03:00,8.5425
904,2019-03-27T16:00:00-03:00,8.4725
905,2019-03-27T16:30:00-03:00,8.45
906,2019-03-27T17:00:00-03:00,8.45
907,2019-03-28T10:00:00-03:00,8.4825
908,2019-03-28T10:30:00-03:00,8445
909,2019-03-28T11:00:00-03:00,8.51
910,2019-03-28T11:30:00-03:00,8525
911,2019-03-28T12:00:00-03:00,8.48
912,2019-03-28T12:30:00-03:00,8.4475
913,2019-03-28T13:00:00-03:00,8.5
914,2019-03-28T13:30:00-03:00,8.5175
915,2019-03-28T14:00:00-03:00,8.5175
916,2019-03-28T14:30:00-03:00,8.54
917,2019-03-28T15:00:00-03:00,8.55
918,2019-03-28T15:30:00-03:00,8.55
919,2019-03-28T16:00:00-03:00,8.5475
920,2019-03-28T16:30:00-03:00,8.6675
921,2019-03-28T17:00:00-03:00,8.6325
922,2019-03-29T10:00:00-03:00,8.7075
923,2019-03-29T10:30:00-03:00,8.8
924,2019-03-29T11:00:00-03:00,8.8325
925,2019-03-29T11:30:00-03:00,8.8275
926,2019-03-29T12:00:00-03:00,8.7725
927,2019-03-29T12:30:00-03:00,8.8
928,2019-03-29T13:00:00-03:00,8.7225
929,2019-03-29T13:30:00-03:00,8.7325
930,2019-03-29T14:00:00-03:00,8.67
931,2019-03-29T14:30:00-03:00,8795
932,2019-03-29T15:00:00-03:00,8.85
933,2019-03-29T15:30:00-03:00,8875
934,2019-03-29T16:00:00-03:00,8.9925
935,2019-03-29T16:30:00-03:00,9.02
936,2019-03-29T17:00:00-03:00,9.05
937,2019-04-01T10:00:00-03:00,9035
938,2019-04-01T10:30:00-03:00,9.06
939,2019-04-01T11:00:00-03:00,9.06
940,2019-04-01T11:30:00-03:00,9055
941,2019-04-01T12:00:00-03:00,9.0825
942,2019-04-01T12:30:00-03:00,9.0875
943,2019-04-01T13:00:00-03:00,9.0925
944,2019-04-01T13:30:00-03:00,9.0875
945,2019-04-01T14:00:00-03:00,9.0725
946,2019-04-01T14:30:00-03:00,9.0625
947,2019-04-01T15:00:00-03:00,9.0575
948,2019-04-01T15:30:00-03:00,9.0575
949,2019-04-01T16:00:00-03:00,9.0575
950,2019-04-01T16:30:00-03:00,9.0625
951,2019-04-01T17:00:00-03:00,9.0625
952,2019-04-02T10:00:00-03:00,9075
953,2019-04-02T10:30:00-03:00,9045
954,2019-04-02T11:00:00-03:00,9.0425
955,2019-04-02T11:30:00-03:00,9.0325
956,2019-04-02T12:00:00-03:00,9045
957,2019-04-02T12:30:00-03:00,9.06
958,2019-04-02T13:00:00-03:00,9.05
959,2019-04-02T13:30:00-03:00,9.05
960,2019-04-02T14:00:00-03:00,9.0475
961,2019-04-02T14:30:00-03:00,9.05
962,2019-04-02T15:00:00-03:00,9075
963,2019-04-02T15:30:00-03:00,9.0625
964,2019-04-02T16:00:00-03:00,9.0625
965,2019-04-02T16:30:00-03:00,9.0625
966,2019-04-02T17:00:00-03:00,9.0625
967,2019-04-03T10:00:00-03:00,9.1625
968,2019-04-03T10:30:00-03:00,9.3575
969,2019-04-03T11:00:00-03:00,9.2925
970,2019-04-03T11:30:00-03:00,9285
971,2019-04-03T12:00:00-03:00,9275
972,2019-04-03T12:30:00-03:00,9.2475
973,2019-04-03T13:00:00-03:00,9.25
974,2019-04-03T13:30:00-03:00,9.27
975,2019-04-03T14:00:00-03:00,9.25
976,2019-04-03T14:30:00-03:00,9.25
977,2019-04-03T15:00:00-03:00,9225
978,2019-04-03T15:30:00-03:00,9225
979,2019-04-03T16:00:00-03:00,9215
980,2019-04-03T16:30:00-03:00,9.2175
981,2019-04-03T17:00:00-03:00,9.17
982,2019-04-04T10:00:00-03:00,9.2
983,2019-04-04T10:30:00-03:00,9.3125
984,2019-04-04T11:00:00-03:00,9515
985,2019-04-04T11:30:00-03:00,9675
986,2019-04-04T12:00:00-03:00,9655
987,2019-04-04T12:30:00-03:00,9.65
988,2019-04-04T13:00:00-03:00,9.65
989,2019-04-04T13:30:00-03:00,9.7025
990,2019-04-04T14:00:00-03:00,9625
991,2019-04-04T14:30:00-03:00,9.62
992,2019-04-04T15:00:00-03:00,9.62
993,2019-04-04T15:30:00-03:00,9625
994,2019-04-04T16:00:00-03:00,9.6225
995,2019-04-04T16:30:00-03:00,9.6225
996,2019-04-04T17:00:00-03:00,9625
997,2019-04-05T10:00:00-03:00,9.52
998,2019-04-05T10:30:00-03:00,9.5375
999,2019-04-05T11:00:00-03:00,9.5
1000,2019-04-05T11:30:00-03:00,9495
1001,2019-04-05T12:00:00-03:00,9.4975
1002,2019-04-05T12:30:00-03:00,9.4975
1003,2019-04-05T13:00:00-03:00,9.4875
1004,2019-04-05T13:30:00-03:00,9.4925
1005,2019-04-05T14:00:00-03:00,9.4875
1006,2019-04-05T14:30:00-03:00,9.5
1007,2019-04-05T15:00:00-03:00,9.48
1008,2019-04-05T15:30:00-03:00,9455
1009,2019-04-05T16:00:00-03:00,9455
1010,2019-04-05T16:30:00-03:00,9.5
1011,2019-04-05T17:00:00-03:00,9.4875
1012,2019-04-08T10:00:00-03:00,9455
1013,2019-04-08T10:30:00-03:00,9.47
1014,2019-04-08T11:00:00-03:00,9.4875
1015,2019-04-08T11:30:00-03:00,9.4125
1016,2019-04-08T12:00:00-03:00,9455
1017,2019-04-08T12:30:00-03:00,9.4525
1018,2019-04-08T13:00:00-03:00,9455
1019,2019-04-08T13:30:00-03:00,9485
1020,2019-04-08T14:00:00-03:00,9.4675
1021,2019-04-08T14:30:00-03:00,9.4975
1022,2019-04-08T15:00:00-03:00,9.5
1023,2019-04-08T15:30:00-03:00,9.49
1024,2019-04-08T16:00:00-03:00,9.4925
1025,2019-04-08T16:30:00-03:00,9495
1026,2019-04-08T17:00:00-03:00,9.4975
1027,2019-04-09T10:00:00-03:00,9375
1028,2019-04-09T10:30:00-03:00,9.33
1029,2019-04-09T11:00:00-03:00,9.3675
1030,2019-04-09T11:30:00-03:00,9305
1031,2019-04-09T12:00:00-03:00,9.3175
1032,2019-04-09T12:30:00-03:00,9.3625
1033,2019-04-09T13:00:00-03:00,9.3075
1034,2019-04-09T13:30:00-03:00,9315
1035,2019-04-09T14:00:00-03:00,9.27
1036,2019-04-09T14:30:00-03:00,9255
1037,2019-04-09T15:00:00-03:00,9.27
1038,2019-04-09T15:30:00-03:00,9275
1039,2019-04-09T16:00:00-03:00,9.3325
1040,2019-04-09T16:30:00-03:00,9345
1041,2019-04-09T17:00:00-03:00,9.3625
1042,2019-04-10T10:00:00-03:00,9.4825
1043,2019-04-10T10:30:00-03:00,9.4625
1044,2019-04-10T11:00:00-03:00,9.44
1045,2019-04-10T11:30:00-03:00,9.5
1046,2019-04-10T12:00:00-03:00,9.5
1047,2019-04-10T12:30:00-03:00,9.5
1048,2019-04-10T13:00:00-03:00,9.4975
1049,2019-04-10T13:30:00-03:00,9.5
1050,2019-04-10T14:00:00-03:00,9.4975
1051,2019-04-10T14:30:00-03:00,9.4925
1052,2019-04-10T15:00:00-03:00,9.4875
1053,2019-04-10T15:30:00-03:00,9.4875
1054,2019-04-10T16:00:00-03:00,9495
1055,2019-04-10T16:30:00-03:00,9.5
1056,2019-04-10T17:00:00-03:00,9.5
1057,2019-04-11T10:00:00-03:00,9.48
1058,2019-04-11T10:30:00-03:00,9475
1059,2019-04-11T11:00:00-03:00,9.48
1060,2019-04-11T11:30:00-03:00,9.4325
1061,2019-04-11T12:00:00-03:00,9375
1062,2019-04-11T12:30:00-03:00,9335
1063,2019-04-11T13:00:00-03:00,9.33
1064,2019-04-11T13:30:00-03:00,9.3275
1065,2019-04-11T14:00:00-03:00,9315
1066,2019-04-11T14:30:00-03:00,9325
1067,2019-04-11T15:00:00-03:00,9.3175
1068,2019-04-11T15:30:00-03:00,9.3075
1069,2019-04-11T16:00:00-03:00,9325
1070,2019-04-11T16:30:00-03:00,9.3225
1071,2019-04-11T17:00:00-03:00,9325
1072,2019-04-12T10:00:00-03:00,9.26
1073,2019-04-12T10:30:00-03:00,9.3325
1074,2019-04-12T11:00:00-03:00,9.3425
1075,2019-04-12T11:30:00-03:00,9.31
1076,2019-04-12T12:00:00-03:00,9.36
1077,2019-04-12T12:30:00-03:00,9.3225
1078,2019-04-12T13:00:00-03:00,9.3075
1079,2019-04-12T13:30:00-03:00,9.2925
1080,2019-04-12T14:00:00-03:00,9315
1081,2019-04-12T14:30:00-03:00,9.3175
1082,2019-04-12T15:00:00-03:00,9.3125
1083,2019-04-12T15:30:00-03:00,9.29
1084,2019-04-12T16:00:00-03:00,9.2875
1085,2019-04-12T16:30:00-03:00,9.3025
1086,2019-04-12T17:00:00-03:00,9.3475
1087,2019-04-15T10:00:00-03:00,9445
1088,2019-04-15T10:30:00-03:00,9.48
1089,2019-04-15T11:00:00-03:00,9.4825
1090,2019-04-15T11:30:00-03:00,9475
1091,2019-04-15T12:00:00-03:00,9.48
1092,2019-04-15T12:30:00-03:00,9485
1093,2019-04-15T13:00:00-03:00,9.5
1094,2019-04-15T13:30:00-03:00,9475
1095,2019-04-15T14:00:00-03:00,9.4475
1096,2019-04-15T14:30:00-03:00,9.42
1097,2019-04-15T15:00:00-03:00,9.4375
1098,2019-04-15T15:30:00-03:00,9.4225
1099,2019-04-15T16:00:00-03:00,9425
1100,2019-04-15T16:30:00-03:00,9425
1101,2019-04-15T17:00:00-03:00,9.4225
1102,2019-04-16T10:00:00-03:00,9335
1103,2019-04-16T10:30:00-03:00,9.4275
1104,2019-04-16T11:00:00-03:00,9445
1105,2019-04-16T11:30:00-03:00,9.4475
1106,2019-04-16T12:00:00-03:00,9425
1107,2019-04-16T12:30:00-03:00,9.4775
1108,2019-04-16T13:00:00-03:00,9.46
1109,2019-04-16T13:30:00-03:00,9455
1110,2019-04-16T14:00:00-03:00,9.4425
1111,2019-04-16T14:30:00-03:00,9425
1112,2019-04-16T15:00:00-03:00,9425
1113,2019-04-16T15:30:00-03:00,9.42
1114,2019-04-16T16:00:00-03:00,9425
1115,2019-04-16T16:30:00-03:00,9425
1116,2019-04-16T17:00:00-03:00,9425
1117,2019-04-17T10:00:00-03:00,9425
1118,2019-04-17T10:30:00-03:00,9335
1119,2019-04-17T11:00:00-03:00,9.4075
1120,2019-04-17T11:30:00-03:00,9365
1121,2019-04-17T12:00:00-03:00,9285
1122,2019-04-17T12:30:00-03:00,9255
1123,2019-04-17T13:00:00-03:00,9.2625
1124,2019-04-17T13:30:00-03:00,9275
1125,2019-04-17T14:00:00-03:00,9345
1126,2019-04-17T14:30:00-03:00,9.3675
1127,2019-04-17T15:00:00-03:00,9345
1128,2019-04-17T15:30:00-03:00,9.4275
1129,2019-04-17T16:00:00-03:00,9.44
1130,2019-04-17T16:30:00-03:00,9435
1131,2019-04-17T17:00:00-03:00,9.49
1132,2019-04-18T10:00:00-03:00,9.4525
1133,2019-04-18T10:30:00-03:00,9.4975
1134,2019-04-18T11:00:00-03:00,9.4925
1135,2019-04-18T11:30:00-03:00,9.48
1136,2019-04-18T12:00:00-03:00,9.5
1137,2019-04-18T12:30:00-03:00,9.5
1138,2019-04-18T13:00:00-03:00,9495
1139,2019-04-18T13:30:00-03:00,9.4875
1140,2019-04-18T14:00:00-03:00,9.4875
1141,2019-04-18T14:30:00-03:00,9.5
1142,2019-04-18T15:00:00-03:00,9.4975
1143,2019-04-18T15:30:00-03:00,9485
1144,2019-04-18T16:00:00-03:00,9475
1145,2019-04-18T16:30:00-03:00,9.5
1146,2019-04-18T17:00:00-03:00,9.49
1147,2019-04-22T10:00:00-03:00,9495
1148,2019-04-22T10:30:00-03:00,9.49
1149,2019-04-22T11:00:00-03:00,9.4075
1150,2019-04-22T11:30:00-03:00,9415
1151,2019-04-22T12:00:00-03:00,9.4225
1152,2019-04-22T12:30:00-03:00,9.39
1153,2019-04-22T13:00:00-03:00,9485
1154,2019-04-22T13:30:00-03:00,9475
1155,2019-04-22T14:00:00-03:00,9.4925
1156,2019-04-22T14:30:00-03:00,9.4675
1157,2019-04-22T15:00:00-03:00,9.4725
1158,2019-04-22T15:30:00-03:00,9.47
1159,2019-04-22T16:00:00-03:00,9.4825
1160,2019-04-22T16:30:00-03:00,9495
1161,2019-04-22T17:00:00-03:00,9.5
1162,2019-04-23T10:00:00-03:00,9.5
1163,2019-04-23T10:30:00-03:00,9.6425
1164,2019-04-23T11:00:00-03:00,9625
1165,2019-04-23T11:30:00-03:00,9675
1166,2019-04-23T12:00:00-03:00,9.6875
1167,2019-04-23T12:30:00-03:00,9.6825
1168,2019-04-23T13:00:00-03:00,9.6875
1169,2019-04-23T13:30:00-03:00,9.6875
1170,2019-04-23T14:00:00-03:00,9.6875
1171,2019-04-23T14:30:00-03:00,9.6875
1172,2019-04-23T15:00:00-03:00,9.6875
1173,2019-04-23T15:30:00-03:00,9.6875
1174,2019-04-23T16:00:00-03:00,9775
1175,2019-04-23T16:30:00-03:00,9.8225
1176,2019-04-23T17:00:00-03:00,9.8625
1177,2019-04-24T10:00:00-03:00,9.9225
1178,2019-04-24T10:30:00-03:00,9.9625
1179,2019-04-24T11:00:00-03:00,9.8575
1180,2019-04-24T11:30:00-03:00,9.9125
1181,2019-04-24T12:00:00-03:00,9.95
1182,2019-04-24T12:30:00-03:00,9.9725
1183,2019-04-24T13:00:00-03:00,9.9825
1184,2019-04-24T13:30:00-03:00,9.9925
1185,2019-04-24T14:00:00-03:00,9875
1186,2019-04-24T14:30:00-03:00,9925
1187,2019-04-24T15:00:00-03:00,9.9725
1188,2019-04-24T15:30:00-03:00,9.98
